1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
390,"06201","116001","3","","","","山形県","山形市","大字切畑","下切畑",193,5,7,4,6,4,8,10,7,14,6,9,11,27,18,13,13,10,14,6,1,-,-,10570,55.2668393782,16,102,75,44,21,-,94,2,4,3,3,1,3,7,4,7,4,4,5,17,6,9,4,4,6,1,-,-,-,4928,52.9255319149,9,55,30,15,7,-,99,3,3,1,3,3,5,3,3,7,2,5,6,10,12,4,9,6,8,5,1,-,-,5642,57.4898989899,7,47,45,29,14,-
391,"06201","116002","3","","","","山形県","山形市","大字切畑","上切畑",202,3,6,5,10,8,5,10,10,7,7,16,19,24,18,12,15,13,9,3,2,-,-,10860,54.2623762376,14,116,72,42,14,2,108,3,4,3,6,6,5,7,4,5,2,7,10,10,12,6,6,4,5,1,2,-,-,5409,50.5833333333,10,62,36,18,8,-,94,-,2,2,4,2,-,3,6,2,5,9,9,14,6,6,9,9,4,2,-,-,-,5451,58.4893617021,4,54,36,24,6,2
392,"06201","1170","2","","","","山形県","山形市","大字青柳","",941,21,37,52,34,39,45,37,52,63,62,56,71,73,69,57,58,58,38,14,1,-,4,46290,49.9023479189,110,532,295,169,53,2,449,15,19,22,13,18,20,16,26,31,31,32,35,43,33,27,24,20,15,5,1,-,3,21603,48.9372197309,56,265,125,65,21,-,492,6,18,30,21,21,25,21,26,32,31,24,36,30,36,30,34,38,23,9,-,-,1,24687,50.7790224033,54,267,170,104,32,2
393,"06201","1180","2","","","","山形県","山形市","大字青柳","",293,17,6,7,8,15,15,15,16,17,10,21,23,22,28,16,21,18,12,6,-,-,-,14764,50.8890784983,30,162,101,57,18,-,139,8,2,4,5,7,8,9,10,5,5,9,12,10,17,7,7,8,5,1,-,-,-,6755,49.0971223022,14,80,45,21,6,-,154,9,4,3,3,8,7,6,6,12,5,12,11,12,11,9,14,10,7,5,-,-,-,8009,52.5064935065,16,82,56,36,12,-
394,"06201","1190","2","","","","山形県","山形市","大字風間","",1296,31,36,48,59,51,49,46,52,71,76,84,107,118,115,100,94,80,55,22,1,-,1,67577,52.6830115830,115,713,467,252,78,2,620,21,15,19,33,26,25,25,28,38,41,43,45,65,58,42,43,26,20,6,-,-,1,30960,50.5161550889,55,369,195,95,26,-,676,10,21,29,26,25,24,21,24,33,35,41,62,53,57,58,51,54,35,16,1,-,-,36617,54.6671597633,60,344,272,157,52,2
395,"06201","1200","2","","","","山形県","山形市","大字青野","",733,21,16,38,39,35,35,21,27,37,52,48,73,49,77,50,49,39,19,5,3,-,-,36489,50.2803547067,75,416,242,115,27,3,343,12,7,15,24,15,21,11,14,13,27,22,34,23,31,30,21,16,6,-,1,-,-,16536,48.7099125364,34,204,105,44,7,-,390,9,9,23,15,20,14,10,13,24,25,26,39,26,46,20,28,23,13,5,2,-,-,19953,51.6615384615,41,212,137,71,20,3
396,"06201","1210","2","","","","山形県","山形市","穂積","",174,10,4,8,13,7,14,8,13,11,15,5,5,5,19,12,11,10,2,1,-,-,1,7721,45.1300578035,22,96,55,24,3,-,78,2,3,3,4,2,8,3,8,6,6,3,2,2,6,7,8,4,-,-,-,-,1,3556,46.6818181818,8,44,25,12,-,-,96,8,1,5,9,5,6,5,5,5,9,2,3,3,13,5,3,6,2,1,-,-,-,4165,43.8854166667,14,52,30,12,3,-
397,"06201","1220","2","","","","山形県","山形市","大字漆山","",3672,154,162,170,164,113,127,178,229,267,219,211,225,264,325,261,212,177,136,66,10,2,-,178361,49.0732570806,486,1997,1189,603,214,14,1695,78,76,79,78,47,56,83,109,142,100,93,112,114,159,129,95,83,44,17,-,1,-,80579,48.0392330383,233,934,528,240,62,-,1977,76,86,91,86,66,71,95,120,125,119,118,113,150,166,132,117,94,92,49,10,1,-,97782,49.9597875569,253,1063,661,363,152,14
398,"06201","1230","2","","","","山形県","山形市","大字十文字","",952,27,29,39,36,24,34,37,56,52,52,48,74,78,101,70,65,55,45,22,7,1,-,50329,53.3665966387,95,491,366,195,75,3,463,17,15,21,18,9,15,19,26,28,23,25,35,45,48,38,29,26,17,7,2,-,-,23852,52.0161987041,53,243,167,81,26,-,489,10,14,18,18,15,19,18,30,24,29,23,39,33,53,32,36,29,28,15,5,1,-,26477,54.6451942740,42,248,199,114,49,3
399,"06201","1250","2","","","","山形県","山形市","落合町","",1424,53,67,69,47,45,49,74,99,92,73,59,84,129,132,89,79,85,59,30,8,1,1,70743,50.2139845397,189,751,483,262,98,2,676,28,38,41,21,21,25,32,51,51,31,36,39,58,68,44,29,33,21,8,1,-,-,31808,47.5532544379,107,365,204,92,30,2,748,25,29,28,26,24,24,42,48,41,42,23,45,71,64,45,50,52,38,22,7,1,1,38935,52.6218206158,82,386,279,170,68,-
400,"06201","1260","2","","","","山形県","山形市","早乙女","",283,10,24,14,7,8,8,19,31,18,23,14,8,12,27,16,6,12,12,13,1,-,-,13123,46.8710247350,48,148,87,44,26,-,143,6,13,7,4,8,4,12,15,9,11,7,4,6,13,8,4,4,1,6,1,-,-,6141,43.4440559441,26,80,37,16,8,-,140,4,11,7,3,-,4,7,16,9,12,7,4,6,14,8,2,8,11,7,-,-,-,6982,50.3714285714,22,68,50,28,18,-
401,"06201","1270","2","","","","山形県","山形市","高原町","",1434,36,70,111,115,64,36,44,94,125,141,116,83,90,106,79,61,32,12,13,1,1,4,61885,43.7762237762,217,908,305,120,27,5,705,21,33,57,64,34,17,17,45,56,73,61,38,39,54,45,26,17,3,2,-,-,3,29683,42.7834757835,111,444,147,48,5,1,729,15,37,54,51,30,19,27,49,69,68,55,45,51,52,34,35,15,9,11,1,1,1,32202,44.7335164835,106,464,158,72,22,4
402,"06201","1280","2","","","","山形県","山形市","上山家町","",16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403,"06201","1290","2","","","","山形県","山形市","双月新町","",518,23,14,17,30,20,39,30,24,37,37,38,38,32,37,35,31,23,11,1,1,-,-,23989,46.8108108108,54,325,139,67,13,-,246,11,9,7,13,7,15,12,13,21,20,17,20,20,15,16,18,9,3,-,-,-,-,11422,46.9308943089,27,158,61,30,3,-,272,12,5,10,17,13,24,18,11,16,17,21,18,12,22,19,13,14,8,1,1,-,-,12567,46.7022058824,27,167,78,37,10,-
404,"06201","1300","2","","","","山形県","山形市","大字妙見寺","",520,11,18,14,20,5,12,10,29,20,16,23,22,39,35,36,33,51,57,51,16,2,-,31946,61.9346153846,43,196,281,210,126,1,198,3,9,8,11,2,5,5,13,9,9,11,9,21,18,19,11,17,11,6,1,-,-,10753,54.8080808081,20,95,83,46,18,-,322,8,9,6,9,3,7,5,16,11,7,12,13,18,17,17,22,34,46,45,15,2,-,21193,66.3167701863,23,101,198,164,108,1
405,"06201","1310","2","","","","山形県","山形市","大字釈迦堂","",298,7,14,18,14,5,11,6,22,19,11,28,11,32,23,24,21,11,10,11,-,-,-,15024,50.9161073826,39,159,100,53,21,1,140,4,5,7,7,3,9,3,8,12,4,16,5,17,11,11,10,5,-,3,-,-,-,6795,49.0357142857,16,84,40,18,3,-,158,3,9,11,7,2,2,3,14,7,7,12,6,15,12,13,11,6,10,8,-,-,-,8229,52.5822784810,23,75,60,35,18,1
406,"06201","1320","2","","","","山形県","山形市","大字滑川","",627,15,23,25,17,18,25,22,34,25,36,45,40,63,92,44,39,23,23,16,2,-,-,32961,53.0693779904,63,325,239,103,41,1,306,10,15,9,10,12,13,6,21,11,18,23,19,28,48,22,18,9,8,5,1,-,-,15513,51.1960784314,34,161,111,41,14,-,321,5,8,16,7,6,12,16,13,14,18,22,21,35,44,22,21,14,15,11,1,-,-,17448,54.8551401869,29,164,128,62,27,1
407,"06201","1330","2","","","","山形県","山形市","大字新山","",199,8,11,6,7,7,7,7,12,13,5,8,19,31,16,12,10,9,5,4,1,-,1,9827,50.1313131313,25,116,57,29,10,-,98,6,6,4,2,4,2,2,8,6,3,3,10,17,8,6,5,2,1,2,1,-,-,4691,48.3673469388,16,57,25,11,4,-,101,2,5,2,5,3,5,5,4,7,2,5,9,14,8,6,5,7,4,2,-,-,1,5136,51.8600000000,9,59,32,18,6,-
408,"06201","1340","2","","","","山形県","山形市","大字関沢","",38,-,-,-,-,1,2,2,1,-,-,4,4,9,6,3,1,4,1,-,-,-,-,2291,60.7894736842,-,23,15,6,1,-,20,-,-,-,-,-,2,1,-,-,-,2,2,6,3,1,-,3,-,-,-,-,-,1190,60.0000000000,-,13,7,3,-,-,18,-,-,-,-,1,-,1,1,-,-,2,2,3,3,2,1,1,1,-,-,-,-,1101,61.6666666667,-,10,8,3,1,-
409,"06201","1350","2","","","","山形県","山形市","防原町","",123,4,10,4,2,2,3,3,12,7,7,4,8,16,15,7,6,4,6,2,1,-,-,6217,51.0447154472,18,64,41,19,9,-,62,3,5,2,1,2,2,3,8,2,4,2,3,8,7,4,2,1,2,1,-,-,-,2876,46.8870967742,10,35,17,6,3,-,61,1,5,2,1,-,1,-,4,5,3,2,5,8,8,3,4,3,4,1,1,-,-,3341,55.2704918033,8,29,24,13,6,-
410,"06201","1360","2","","","","山形県","山形市","大字下宝沢","",451,15,15,17,27,12,11,20,26,34,26,29,34,42,35,34,35,19,15,4,1,-,-,22452,50.2827050998,47,261,143,74,20,2,219,6,9,6,13,5,5,13,13,17,12,14,15,25,12,18,21,7,4,3,1,-,-,10953,50.5136986301,21,132,66,36,8,-,232,9,6,11,14,7,6,7,13,17,14,15,19,17,23,16,14,12,11,1,-,-,-,11499,50.0646551724,26,129,77,38,12,2
411,"06201","1370","2","","","","山形県","山形市","大字上宝沢","",287,8,9,11,12,9,10,13,14,19,13,21,19,31,26,24,16,13,14,4,1,-,-,14726,51.8101045296,28,161,98,48,19,-,138,3,3,7,5,4,6,6,5,10,8,8,10,16,12,12,10,6,3,3,1,-,-,7133,52.1884057971,13,78,47,23,7,-,149,5,6,4,7,5,4,7,9,9,5,13,9,15,14,12,6,7,11,1,-,-,-,7593,51.4597315436,15,83,51,25,12,-
412,"06201","1380","2","","","","山形県","山形市","大字平清水","",933,14,27,32,177,135,30,43,48,33,37,46,42,52,66,42,35,44,21,7,1,1,-,38289,41.5385852090,73,643,217,109,30,20,524,11,17,15,126,92,13,19,24,18,20,23,18,27,34,22,17,13,10,4,1,-,-,19609,37.9217557252,43,380,101,45,15,8,409,3,10,17,51,43,17,24,24,15,17,23,24,25,32,20,18,31,11,3,-,1,-,18680,46.1723716381,30,263,116,64,15,12
413,"06201","1390","2","","","","山形県","山形市","大字八森","",111,1,-,1,8,2,5,1,1,5,2,11,11,8,14,11,15,8,4,3,-,-,-,6551,59.5180180180,2,54,55,30,7,-,56,-,-,-,4,1,2,-,1,3,1,3,8,5,9,5,6,4,3,1,-,-,-,3373,60.7321428571,-,28,28,14,4,-,55,1,-,1,4,1,3,1,-,2,1,8,3,3,5,6,9,4,1,2,-,-,-,3178,58.2818181818,2,26,27,16,3,-
414,"06201","1400","2","","","","山形県","山形市","大字岩波","",265,9,11,13,6,4,9,7,9,12,15,11,14,20,13,20,31,26,23,11,-,1,-,15020,57.1792452830,33,107,125,92,35,1,108,5,4,5,1,2,5,3,3,6,9,7,7,11,8,6,11,8,5,2,-,-,-,5715,53.4166666667,14,54,40,26,7,1,157,4,7,8,5,2,4,4,6,6,6,4,7,9,5,14,20,18,18,9,-,1,-,9305,59.7675159236,19,53,85,66,28,-
415,"06201","1430","2","","","","山形県","山形市","大字上桜田","",225,9,7,8,17,24,7,13,14,15,13,12,19,18,9,11,6,15,6,-,1,-,1,9869,44.5580357143,24,152,48,28,7,1,84,4,2,2,5,3,3,5,8,8,3,5,9,8,6,4,2,6,1,-,-,-,-,3924,47.2142857143,8,57,19,9,1,-,141,5,5,6,12,21,4,8,6,7,10,7,10,10,3,7,4,9,5,-,1,-,1,5945,42.9642857143,16,95,29,19,6,1
416,"06201","1440","2","","","","山形県","山形市","大字岩波","",26,1,-,3,1,1,-,-,1,1,3,2,-,1,6,2,4,-,-,-,-,-,-,1316,51.1153846154,4,10,12,4,-,-,14,1,-,1,1,1,-,-,1,-,1,2,-,-,3,1,2,-,-,-,-,-,-,667,48.1428571429,2,6,6,2,-,-,12,-,-,2,-,-,-,-,-,1,2,-,-,1,3,1,2,-,-,-,-,-,-,649,54.5833333333,2,4,6,2,-,-
417,"06201","1450","2","","","","山形県","山形市","大字土坂","",136,6,5,3,5,2,7,6,2,5,6,9,10,15,14,5,13,11,9,3,-,-,-,7399,54.9044117647,14,67,55,36,12,2,63,4,-,-,1,1,2,2,2,3,3,6,6,11,8,2,6,3,2,1,-,-,-,3502,56.0873015873,4,37,22,12,3,1,73,2,5,3,4,1,5,4,-,2,3,3,4,4,6,3,7,8,7,2,-,-,-,3897,53.8835616438,10,30,33,24,9,1
418,"06201","1460","2","","","","山形県","山形市","大字神尾","",141,2,1,4,6,4,8,1,4,9,9,5,18,20,12,7,7,9,13,2,-,-,-,7853,56.1950354610,7,84,50,31,15,1,67,1,-,3,3,2,2,-,2,4,5,1,11,9,7,5,3,6,3,-,-,-,-,3709,55.8582089552,4,39,24,12,3,-,74,1,1,1,3,2,6,1,2,5,4,4,7,11,5,2,4,3,10,2,-,-,-,4144,56.5000000000,3,45,26,19,12,1
419,"06201","1470","2","","","","山形県","山形市","大字中桜田","",552,16,24,27,33,44,46,50,52,35,19,29,26,48,34,22,20,9,7,3,-,-,8,22084,41.0955882353,67,382,95,39,10,1,261,9,10,13,12,19,21,23,30,12,9,10,12,27,20,8,13,4,4,1,-,-,4,10696,42.1186770428,32,175,50,22,5,-,291,7,14,14,21,25,25,27,22,23,10,19,14,21,14,14,7,5,3,2,-,-,4,11388,40.1794425087,35,207,45,17,5,1
420,"06201","1480","2","","","","山形県","山形市","白山","",1267,77,67,66,46,62,79,106,122,118,106,78,72,61,65,49,27,21,15,4,1,-,25,48916,39.8848631240,210,850,182,68,20,1,615,34,36,29,19,25,42,45,60,64,52,39,40,28,37,26,13,7,7,-,-,-,12,24043,40.3723051410,99,414,90,27,7,-,652,43,31,37,27,37,37,61,62,54,54,39,32,33,28,23,14,14,8,4,1,-,13,24873,39.4248826291,111,436,92,41,13,1
421,"06201","148001","3","","","","山形県","山形市","白山","１丁目",684,57,49,36,19,38,54,84,85,82,61,28,25,12,14,5,2,3,5,1,-,-,24,21497,33.0712121212,142,488,30,11,6,-,336,25,27,11,7,17,28,36,43,45,32,19,12,6,10,3,1,1,2,-,-,-,11,11006,34.3646153846,63,245,17,4,2,-,348,32,22,25,12,21,26,48,42,37,29,9,13,6,4,2,1,2,3,1,-,-,13,10491,31.8164179104,79,243,13,7,4,-
422,"06201","148002","3","","","","山形県","山形市","白山","２丁目",30,-,-,1,4,1,-,2,-,1,5,6,1,2,2,1,2,1,1,-,-,-,-,1463,49.2666666667,1,22,7,4,1,-,15,-,-,1,-,-,-,1,-,-,2,2,1,2,2,1,2,-,1,-,-,-,-,866,58.2333333333,1,8,6,3,1,-,15,-,-,-,4,1,-,1,-,1,3,4,-,-,-,-,-,1,-,-,-,-,-,597,40.3000000000,-,14,1,1,-,-
423,"06201","148003","3","","","","山形県","山形市","白山","３丁目",553,20,18,29,23,23,25,20,37,35,40,44,46,47,49,43,23,17,9,3,1,-,1,25956,47.5217391304,67,340,145,53,13,1,264,9,9,17,12,8,14,8,17,19,18,18,27,20,25,22,10,6,4,-,-,-,1,12171,46.7775665399,35,161,67,20,4,-,289,11,9,12,11,15,11,12,20,16,22,26,19,27,24,21,13,11,5,3,1,-,-,13785,48.1989619377,32,179,78,33,9,1
424,"06201","1500","2","","","","山形県","山形市","蔵王上野","",736,18,22,31,34,19,25,23,23,32,29,28,56,61,61,48,61,58,62,29,15,1,-,41596,57.0163043478,71,330,335,226,107,1,336,4,14,17,12,8,12,13,14,17,14,17,31,28,34,27,28,19,21,3,2,1,-,17995,54.0565476190,35,166,135,74,27,-,400,14,8,14,22,11,13,10,9,15,15,11,25,33,27,21,33,39,41,26,13,-,-,23601,59.5025000000,36,164,200,152,80,1
425,"06201","1510","2","","","","山形県","山形市","蔵王堀田","",89,2,1,6,2,4,5,1,3,2,3,3,11,11,8,7,6,7,5,1,1,-,-,4879,55.3202247191,9,45,35,20,7,-,44,-,-,5,2,-,5,-,2,-,-,1,6,8,3,4,4,1,3,-,-,-,-,2336,53.5909090909,5,24,15,8,3,-,45,2,1,1,-,4,-,1,1,2,3,2,5,3,5,3,2,6,2,1,1,-,-,2543,57.0111111111,4,21,20,12,4,-
426,"06201","1520","2","","","","山形県","山形市","蔵王温泉","",13,-,-,-,-,-,-,2,1,-,-,-,1,2,2,2,-,2,1,-,-,-,-,818,63.4230769231,-,6,7,3,1,-,6,-,-,-,-,-,-,1,-,-,-,-,-,-,2,1,-,1,1,-,-,-,-,408,68.5000000000,-,1,5,2,1,-,7,-,-,-,-,-,-,1,1,-,-,-,1,2,-,1,-,1,-,-,-,-,-,410,59.0714285714,-,5,2,1,-,-
427,"06201","1530","2","","","","山形県","山形市","蔵王温泉","",441,5,7,6,21,23,23,20,14,20,25,33,44,62,40,26,20,17,16,4,1,-,14,22135,52.3384074941,18,285,124,58,21,1,227,2,4,6,7,10,12,14,4,11,12,16,25,32,25,14,9,6,6,2,-,-,10,11159,51.9239631336,12,143,62,23,8,1,214,3,3,-,14,13,11,6,10,9,13,17,19,30,15,12,11,11,10,2,1,-,4,10976,52.7666666667,6,142,62,35,13,-
428,"06201","1540","2","","","","山形県","山形市","","",11,-,-,-,1,-,-,-,1,-,3,-,4,-,1,1,-,-,-,-,-,-,-,567,52.0454545455,-,9,2,-,-,-,5,-,-,-,-,-,-,-,-,-,2,-,2,-,-,1,-,-,-,-,-,-,-,280,56.5000000000,-,4,1,-,-,-,6,-,-,-,1,-,-,-,1,-,1,-,2,-,1,-,-,-,-,-,-,-,-,287,48.3333333333,-,5,1,-,-,-
429,"06201","1550","2","","","","山形県","山形市","蔵王温泉","",40,2,-,1,3,4,6,3,4,-,2,2,3,5,2,1,1,-,-,-,-,-,1,1521,39.5000000000,3,32,4,1,-,1,26,1,-,-,3,2,3,2,2,-,1,2,3,3,2,-,1,-,-,-,-,-,1,1032,41.7800000000,1,21,3,1,-,-,14,1,-,1,-,2,3,1,2,-,1,-,-,2,-,1,-,-,-,-,-,-,-,489,35.4285714286,2,11,1,-,-,1
430,"06201","1560","2","","","","山形県","山形市","蔵王成沢","",1991,44,69,99,105,64,57,83,110,118,105,118,150,170,210,136,131,105,72,32,10,2,1,101243,51.3758793970,212,1080,698,352,116,7,939,20,36,48,49,26,30,46,55,58,51,56,75,81,101,68,52,43,31,8,2,2,1,46618,50.1993603412,104,527,307,138,43,2,1052,24,33,51,56,38,27,37,55,60,54,62,75,89,109,68,79,62,41,24,8,-,-,54625,52.4249049430,108,553,391,214,73,5
431,"06201","1570","2","","","","山形県","山形市","蔵王山田","",137,3,3,1,5,6,5,1,5,9,4,11,11,11,14,15,15,12,4,1,1,-,-,7746,57.0401459854,7,68,62,33,6,-,65,2,2,-,4,2,4,1,3,3,3,5,5,6,6,8,5,2,3,-,1,-,-,3450,53.5769230769,4,36,25,11,4,-,72,1,1,1,1,4,1,-,2,6,1,6,6,5,8,7,10,10,1,1,-,-,-,4296,60.1666666667,3,32,37,22,2,-
432,"06201","1580","2","","","","山形県","山形市","蔵王半郷","",1988,41,45,70,94,87,63,73,99,102,120,133,148,167,196,183,139,114,74,34,6,-,-,104486,53.0583501006,156,1086,746,367,114,4,926,23,18,37,37,34,38,37,38,55,67,61,77,71,99,92,66,45,25,3,3,-,-,47765,52.0820734341,78,515,333,142,31,1,1062,18,27,33,57,53,25,36,61,47,53,72,71,96,97,91,73,69,49,31,3,-,-,56721,53.9096045198,78,571,413,225,83,3
433,"06201","1590","2","","","","山形県","山形市","大字片谷地","",1139,25,25,26,61,46,46,61,50,63,41,73,100,154,132,68,70,52,31,8,3,-,4,58330,51.8920704846,76,695,364,164,42,7,537,15,13,14,25,19,25,29,26,31,21,31,41,74,71,31,33,21,11,2,-,-,4,26934,51.0328330206,42,322,169,67,13,2,602,10,12,12,36,27,21,32,24,32,20,42,59,80,61,37,37,31,20,6,3,-,-,31396,52.6528239203,34,373,195,97,29,5
434,"06201","1600","2","","","","山形県","山形市","大字松原","",2788,113,113,98,171,150,151,154,150,144,148,181,212,214,222,171,143,120,78,37,9,-,9,129701,47.1718243973,324,1675,780,387,124,15,1257,51,55,43,67,49,71,78,76,75,68,85,95,106,121,70,64,46,25,5,2,-,5,57839,46.6972843450,149,770,333,142,32,3,1531,62,58,55,104,101,80,76,74,69,80,96,117,108,101,101,79,74,53,32,7,-,4,71862,47.5609037328,175,905,447,245,92,12
435,"06201","1610","2","","","","山形県","山形市","南松原","",1139,44,54,53,65,31,38,54,70,95,59,61,52,72,122,105,87,46,21,9,1,-,-,54460,48.3138718174,151,597,391,164,31,15,538,22,35,27,31,17,15,34,33,42,27,29,24,35,45,56,40,14,9,2,1,-,-,24609,46.2416356877,84,287,167,66,12,4,601,22,19,26,34,14,23,20,37,53,32,32,28,37,77,49,47,32,12,7,-,-,-,29851,50.1688851913,67,310,224,98,19,11
436,"06201","161001","3","","","","山形県","山形市","南松原","１丁目",423,15,15,20,28,10,13,16,28,33,25,20,29,34,53,40,23,12,6,2,1,-,-,20254,48.3817966903,50,236,137,44,9,-,199,7,11,10,9,4,6,12,12,16,11,7,16,18,18,25,8,5,2,1,1,-,-,9377,47.6206030151,28,111,60,17,4,-,224,8,4,10,19,6,7,4,16,17,14,13,13,16,35,15,15,7,4,1,-,-,-,10877,49.0580357143,22,125,77,27,5,-
437,"06201","161002","3","","","","山形県","山形市","南松原","２丁目",716,29,39,33,37,21,25,38,42,62,34,41,23,38,69,65,64,34,15,7,-,-,-,34206,48.2737430168,101,361,254,120,22,15,339,15,24,17,22,13,9,22,21,26,16,22,8,17,27,31,32,9,7,1,-,-,-,15232,45.4321533923,56,176,107,49,8,4,377,14,15,16,15,8,16,16,21,36,18,19,15,21,42,34,32,25,8,6,-,-,-,18974,50.8289124668,45,185,147,71,14,11
438,"06201","1620","2","","","","山形県","山形市","大字谷柏元下谷柏","",395,15,18,8,10,11,10,36,33,14,14,24,26,42,48,22,21,14,16,11,1,1,-,20071,51.3126582278,41,220,134,64,29,-,196,9,8,3,5,4,4,23,20,10,8,15,11,22,21,11,10,5,6,-,1,-,-,9461,48.7704081633,20,122,54,22,7,-,199,6,10,5,5,7,6,13,13,4,6,9,15,20,27,11,11,9,10,11,-,1,-,10610,53.8165829146,21,98,80,42,22,-
439,"06201","162001","3","","","","山形県","山形市","大字谷柏元下谷柏","下谷柏",193,7,11,5,5,2,6,12,19,8,6,8,14,24,27,9,8,6,8,7,1,-,-,9834,51.4533678756,23,104,66,30,16,-,94,4,6,1,3,1,2,10,10,5,4,5,6,12,12,5,3,2,2,-,1,-,-,4459,47.9361702128,11,58,25,8,3,-,99,3,5,4,2,1,4,2,9,3,2,3,8,12,15,4,5,4,6,7,-,-,-,5375,54.7929292929,12,46,41,22,13,-
440,"06201","162002","3","","","","山形県","山形市","大字谷柏元下谷柏","台谷柏",202,8,7,3,5,9,4,24,14,6,8,16,12,18,21,13,13,8,8,4,-,1,-,10237,51.1782178218,18,116,68,34,13,-,102,5,2,2,2,3,2,13,10,5,4,10,5,10,9,6,7,3,4,-,-,-,-,5002,49.5392156863,9,64,29,14,4,-,100,3,5,1,3,6,2,11,4,1,4,6,7,8,12,7,6,5,4,4,-,1,-,5235,52.8500000000,9,52,39,20,9,-
441,"06201","1630","2","","","","山形県","山形市","大字谷柏元上谷柏","",318,7,13,10,15,9,13,15,11,16,18,24,25,20,35,28,18,19,14,4,3,1,-,16619,52.7610062893,30,166,122,59,22,4,158,1,8,7,10,6,5,7,5,8,11,13,16,5,19,15,8,8,5,-,-,1,-,7908,50.5506329114,16,86,56,22,6,2,160,6,5,3,5,3,8,8,6,8,7,11,9,15,16,13,10,11,9,4,3,-,-,8711,54.9437500000,14,80,66,37,16,2
442,"06201","163001","3","","","","山形県","山形市","大字谷柏元上谷柏","中谷柏",164,3,11,5,9,7,6,6,6,12,9,10,9,8,21,20,6,6,6,-,3,1,-,8204,50.5243902439,19,82,63,22,10,4,79,1,7,3,4,6,2,2,2,6,6,6,6,1,9,12,2,2,1,-,-,1,-,3711,47.4746835443,11,41,27,6,2,2,85,2,4,2,5,1,4,4,4,6,3,4,3,7,12,8,4,4,5,-,3,-,-,4493,53.3588235294,8,41,36,16,8,2
